| Instвncia    |  Algoritmo         |  Tempo de execuзгo (s)                           |  Uso de memуria (MB)              |  Qualidade da soluзгo                           |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| berlin52.tsp |  twice_around_tree |  Tempo de execuo: 0.0 segundos                   |  Uso de memria: 0.62109375 MB     |  Qualidade da soluo (distncia total): 10114.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| berlin52.tsp |  christofides      |  Tempo de execuo: 0.015623331069946289 segundos  |  Uso de memria: 0.69921875 MB     |  Qualidade da soluo (distncia total): 8591.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| st70.tsp     |  twice_around_tree |  Tempo de execuo: 0.015634536743164062 segundos  |  Uso de memria: 1.02734375 MB     |  Qualidade da soluo (distncia total): 888.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| st70.tsp     |  christofides      |  Tempo de execuo: 0.07812905311584473 segundos   |  Uso de memria: 1.20703125 MB     |  Qualidade da soluo (distncia total): 770.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| eil76.tsp    |  twice_around_tree |  Tempo de execuo: 0.01563286781311035 segundos   |  Uso de memria: 1.1875 MB         |  Qualidade da soluo (distncia total): 696.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| eil76.tsp    |  christofides      |  Tempo de execuo: 0.09377479553222656 segundos   |  Uso de memria: 1.39453125 MB     |  Qualidade da soluo (distncia total): 608.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr76.tsp     |  twice_around_tree |  Tempo de execuo: 0.023123979568481445 segundos  |  Uso de memria: 1.16015625 MB     |  Qualidade da soluo (distncia total): 145336.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr76.tsp     |  christofides      |  Tempo de execuo: 0.05324840545654297 segundos   |  Uso de memria: 1.18359375 MB     |  Qualidade da soluo (distncia total): 116684.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rat99.tsp    |  twice_around_tree |  Tempo de execuo: 0.031224966049194336 segundos  |  Uso de memria: 1.97265625 MB     |  Qualidade da soluo (distncia total): 1693.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rat99.tsp    |  christofides      |  Tempo de execuo: 0.10937356948852539 segundos   |  Uso de memria: 2.2109375 MB      |  Qualidade da soluo (distncia total): 1393.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA100.tsp  |  twice_around_tree |  Tempo de execuo: 0.04688525199890137 segundos   |  Uso de memria: 1.9765625 MB      |  Qualidade da soluo (distncia total): 27210.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA100.tsp  |  christofides      |  Tempo de execuo: 0.11221051216125488 segundos   |  Uso de memria: 2.52734375 MB     |  Qualidade da soluo (distncia total): 23293.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB100.tsp  |  twice_around_tree |  Tempo de execuo: 0.02106499671936035 segundos   |  Uso de memria: 2.02734375 MB     |  Qualidade da soluo (distncia total): 25885.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB100.tsp  |  christofides      |  Tempo de execuo: 0.10147333145141602 segundos   |  Uso de memria: 2.3125 MB         |  Qualidade da soluo (distncia total): 24012.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroC100.tsp  |  twice_around_tree |  Tempo de execuo: 0.04722785949707031 segundos   |  Uso de memria: 1.99609375 MB     |  Qualidade da soluo (distncia total): 27968.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroC100.tsp  |  christofides      |  Tempo de execuo: 0.11702179908752441 segundos   |  Uso de memria: 2.3203125 MB      |  Qualidade da soluo (distncia total): 23470.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroD100.tsp  |  twice_around_tree |  Tempo de execuo: 0.0502467155456543 segundos    |  Uso de memria: 1.9453125 MB      |  Qualidade da soluo (distncia total): 27112.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroD100.tsp  |  christofides      |  Tempo de execuo: 0.125 segundos                 |  Uso de memria: 2.37890625 MB     |  Qualidade da soluo (distncia total): 23583.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroE100.tsp  |  twice_around_tree |  Tempo de execuo: 0.03125333786010742 segundos   |  Uso de memria: 2.08984375 MB     |  Qualidade da soluo (distncia total): 29965.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroE100.tsp  |  christofides      |  Tempo de execuo: 0.125 segundos                 |  Uso de memria: 2.4921875 MB      |  Qualidade da soluo (distncia total): 23783.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rd100.tsp    |  twice_around_tree |  Tempo de execuo: 0.03124523162841797 segundos   |  Uso de memria: 2.109375 MB       |  Qualidade da soluo (distncia total): 10790.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rd100.tsp    |  christofides      |  Tempo de execuo: 0.21506190299987793 segundos   |  Uso de memria: 2.52734375 MB     |  Qualidade da soluo (distncia total): 8906.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| eil101.tsp   |  twice_around_tree |  Tempo de execuo: 0.03126025199890137 segundos   |  Uso de memria: 1.953125 MB       |  Qualidade da soluo (distncia total): 830.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| eil101.tsp   |  christofides      |  Tempo de execuo: 0.1562497615814209 segundos    |  Uso de memria: 2.45703125 MB     |  Qualidade da soluo (distncia total): 707.0     |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| lin105.tsp   |  twice_around_tree |  Tempo de execuo: 0.046889543533325195 segundos  |  Uso de memria: 2.26953125 MB     |  Qualidade da soluo (distncia total): 19495.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| lin105.tsp   |  christofides      |  Tempo de execuo: 0.1305861473083496 segundos    |  Uso de memria: 2.48828125 MB     |  Qualidade da soluo (distncia total): 16320.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr107.tsp    |  twice_around_tree |  Tempo de execuo: 0.03731369972229004 segundos   |  Uso de memria: 2.2421875 MB      |  Qualidade da soluo (distncia total): 54237.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr107.tsp    |  christofides      |  Tempo de execuo: 0.14888906478881836 segundos   |  Uso de memria: 2.546875 MB       |  Qualidade da soluo (distncia total): 47891.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr124.tsp    |  twice_around_tree |  Tempo de execuo: 0.06041884422302246 segundos   |  Uso de memria: 2.99609375 MB     |  Qualidade da soluo (distncia total): 74139.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr124.tsp    |  christofides      |  Tempo de execuo: 0.09374403953552246 segundos   |  Uso de memria: 3.2734375 MB      |  Qualidade da soluo (distncia total): 64438.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| bier127.tsp  |  twice_around_tree |  Tempo de execuo: 0.08053755760192871 segundos   |  Uso de memria: 3.0859375 MB      |  Qualidade da soluo (distncia total): 158626.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| bier127.tsp  |  christofides      |  Tempo de execuo: 0.41927337646484375 segundos   |  Uso de memria: 3.65234375 MB     |  Qualidade da soluo (distncia total): 132448.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ch130.tsp    |  twice_around_tree |  Tempo de execuo: 0.06435394287109375 segundos   |  Uso de memria: 3.1796875 MB      |  Qualidade da soluo (distncia total): 8129.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ch130.tsp    |  christofides      |  Tempo de execuo: 0.25789308547973633 segundos   |  Uso de memria: 3.3203125 MB      |  Qualidade da soluo (distncia total): 6773.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr136.tsp    |  twice_around_tree |  Tempo de execuo: 0.09372568130493164 segundos   |  Uso de memria: 3.640625 MB       |  Qualidade da soluo (distncia total): 151904.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr136.tsp    |  christofides      |  Tempo de execuo: 0.11495089530944824 segundos   |  Uso de memria: 3.7734375 MB      |  Qualidade da soluo (distncia total): 103771.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr144.tsp    |  twice_around_tree |  Tempo de execuo: 0.0905311107635498 segundos    |  Uso de memria: 4.05859375 MB     |  Qualidade da soluo (distncia total): 80599.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr144.tsp    |  christofides      |  Tempo de execuo: 0.1400909423828125 segundos    |  Uso de memria: 3.859375 MB       |  Qualidade da soluo (distncia total): 70404.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ch150.tsp    |  twice_around_tree |  Tempo de execuo: 0.11715149879455566 segundos   |  Uso de memria: 4.1875 MB         |  Qualidade da soluo (distncia total): 8347.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ch150.tsp    |  christofides      |  Tempo de execuo: 0.31867408752441406 segundos   |  Uso de memria: 4.62890625 MB     |  Qualidade da soluo (distncia total): 7135.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA150.tsp  |  twice_around_tree |  Tempo de execuo: 0.09374737739562988 segundos   |  Uso de memria: 4.21875 MB        |  Qualidade da soluo (distncia total): 35119.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA150.tsp  |  christofides      |  Tempo de execuo: 0.7458550930023193 segundos    |  Uso de memria: 4.921875 MB       |  Qualidade da soluo (distncia total): 29688.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB150.tsp  |  twice_around_tree |  Tempo de execuo: 0.10937738418579102 segundos   |  Uso de memria: 4.28515625 MB     |  Qualidade da soluo (distncia total): 36150.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB150.tsp  |  christofides      |  Tempo de execuo: 0.6001486778259277 segundos    |  Uso de memria: 4.9140625 MB      |  Qualidade da soluo (distncia total): 30053.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr152.tsp    |  twice_around_tree |  Tempo de execuo: 0.12030506134033203 segundos   |  Uso de memria: 4.25390625 MB     |  Qualidade da soluo (distncia total): 87995.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr152.tsp    |  christofides      |  Tempo de execuo: 0.14290452003479004 segundos   |  Uso de memria: 4.25 MB           |  Qualidade da soluo (distncia total): 79311.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| u159.tsp     |  twice_around_tree |  Tempo de execuo: 0.12705731391906738 segundos   |  Uso de memria: 4.74609375 MB     |  Qualidade da soluo (distncia total): 57791.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| u159.tsp     |  christofides      |  Tempo de execuo: 0.3661172389984131 segundos    |  Uso de memria: 4.92578125 MB     |  Qualidade da soluo (distncia total): 47586.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rat195.tsp   |  twice_around_tree |  Tempo de execuo: 0.2709944248199463 segundos    |  Uso de memria: 7.45703125 MB     |  Qualidade da soluo (distncia total): 3234.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| rat195.tsp   |  christofides      |  Tempo de execuo: 0.5780565738677979 segundos    |  Uso de memria: 8.015625 MB       |  Qualidade da soluo (distncia total): 2630.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| d198.tsp     |  twice_around_tree |  Tempo de execuo: 0.15625286102294922 segundos   |  Uso de memria: 7.80859375 MB     |  Qualidade da soluo (distncia total): 18936.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| d198.tsp     |  christofides      |  Tempo de execuo: 0.8694841861724854 segundos    |  Uso de memria: 8.68359375 MB     |  Qualidade da soluo (distncia total): 17347.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA200.tsp  |  twice_around_tree |  Tempo de execuo: 0.15621662139892578 segundos   |  Uso de memria: 9.05859375 MB     |  Qualidade da soluo (distncia total): 40028.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroA200.tsp  |  christofides      |  Tempo de execuo: 1.042663335800171 segundos     |  Uso de memria: 8.98046875 MB     |  Qualidade da soluo (distncia total): 33232.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB200.tsp  |  twice_around_tree |  Tempo de execuo: 0.16221284866333008 segundos   |  Uso de memria: 7.97265625 MB     |  Qualidade da soluo (distncia total): 40703.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| kroB200.tsp  |  christofides      |  Tempo de execuo: 0.7540261745452881 segundos    |  Uso de memria: 8.94921875 MB     |  Qualidade da soluo (distncia total): 33119.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ts225.tsp    |  twice_around_tree |  Tempo de execuo: 0.17732739448547363 segundos   |  Uso de memria: 10.8828125 MB     |  Qualidade da soluo (distncia total): 188008.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| ts225.tsp    |  christofides      |  Tempo de execuo: 0.22472810745239258 segundos   |  Uso de memria: 11.05078125 MB    |  Qualidade da soluo (distncia total): 134282.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| tsp225.tsp   |  twice_around_tree |  Tempo de execuo: 0.18985939025878906 segundos   |  Uso de memria: 10.52734375 MB    |  Qualidade da soluo (distncia total): 5161.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| tsp225.tsp   |  christofides      |  Tempo de execuo: 0.5849764347076416 segundos    |  Uso de memria: 11.625 MB         |  Qualidade da soluo (distncia total): 4397.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr226.tsp    |  twice_around_tree |  Tempo de execuo: 0.19433379173278809 segundos   |  Uso de memria: 11.23046875 MB    |  Qualidade da soluo (distncia total): 116694.0  |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr226.tsp    |  christofides      |  Tempo de execuo: 0.5272202491760254 segundos    |  Uso de memria: 11.17578125 MB    |  Qualidade da soluo (distncia total): 92415.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| gil262.tsp   |  twice_around_tree |  Tempo de execuo: 0.258059024810791 segundos     |  Uso de memria: 13.29296875 MB    |  Qualidade da soluo (distncia total): 3308.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| gil262.tsp   |  christofides      |  Tempo de execuo: 1.220771074295044 segundos     |  Uso de memria: 15.52734375 MB    |  Qualidade da soluo (distncia total): 2724.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr264.tsp    |  twice_around_tree |  Tempo de execuo: 0.23222756385803223 segundos   |  Uso de memria: 13.484375 MB      |  Qualidade da soluo (distncia total): 66470.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr264.tsp    |  christofides      |  Tempo de execuo: 0.6719141006469727 segundos    |  Uso de memria: 14.62109375 MB    |  Qualidade da soluo (distncia total): 54662.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| a280.tsp     |  twice_around_tree |  Tempo de execuo: 0.3285079002380371 segundos    |  Uso de memria: 15.0 MB           |  Qualidade da soluo (distncia total): 3592.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| a280.tsp     |  christofides      |  Tempo de execuo: 1.1448252201080322 segundos    |  Uso de memria: 16.05078125 MB    |  Qualidade da soluo (distncia total): 2928.0    |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr299.tsp    |  twice_around_tree |  Tempo de execuo: 0.33565807342529297 segundos   |  Uso de memria: 16.50390625 MB    |  Qualidade da soluo (distncia total): 64645.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| pr299.tsp    |  christofides      |  Tempo de execuo: 1.7612199783325195 segundos    |  Uso de memria: 17.25390625 MB    |  Qualidade da soluo (distncia total): 52969.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| lin318.tsp   |  twice_around_tree |  Tempo de execuo: 0.4820883274078369 segundos    |  Uso de memria: 18.421875 MB      |  Qualidade da soluo (distncia total): 58138.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| lin318.tsp   |  christofides      |  Tempo de execuo: 2.1274921894073486 segundos    |  Uso de memria: 20.33984375 MB    |  Qualidade da soluo (distncia total): 47246.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| linhp318.tsp |  twice_around_tree |  Tempo de execuo: 0.389789342880249 segundos     |  Uso de memria: 18.8359375 MB     |  Qualidade da soluo (distncia total): 58138.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
| linhp318.tsp |  christofides      |  Tempo de execuo: 2.5458669662475586 segundos    |  Uso de memria: 20.4296875 MB     |  Qualidade da soluo (distncia total): 47246.0   |
|--------------|--------------------|--------------------------------------------------|-----------------------------------|-------------------------------------------------|-------------|--------------------|-----------------------------------------------|--------------------------------|-----------------------------------------------|
